data_referencia,mes,municipio,estado,regiao_operacional,latitude,longitude,cultura,fase_cultura,area_ha,produtividade_esperada_sc_ha,produtividade_revisada_sc_ha,preco_referencia_rs_sc,percentual_vendido,producao_esperada_sc,producao_revisada_sc,volume_vendido_sc,nino34,oni,prob_el_nino,prob_neutro,prob_la_nina,chuva_7d_mm,chuva_15d_mm,chuva_30d_mm,anomalia_temp_c,temperatura_media_c,dias_sem_chuva,umidade_solo_pct,ndvi_atual,ndvi_anterior,variacao_ndvi_pct,irea_indice_risco_enso_agricola,risco_produtivo,risco_comercial_score,risco_comercial,risco_entrega_sc,valor_producao_revisada_rs,recomendacao
2026-08-01,08/2026,Mineiros,GO,Sudoeste Goiano,-17.569,-52.551,Milho safrinha,pos-colheita/comercializacao,750,115,105.1,60,0.5,86250,78825.0,43125.0,1.25,1.15,0.94,0.05,0.01,2.5,8.2,20.2,2.21,27.7,23,8.0,0.623,0.646,-3.6,71.0,Alto,65.9,Alto,3712,4729500.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-09-01,09/2026,Mineiros,GO,Sudoeste Goiano,-17.569,-52.551,Milho safrinha,planejamento,750,115,107.1,60,0.5,86250,80325.0,43125.0,1.35,1.25,0.95,0.04,0.01,7.5,14.8,33.3,1.16,26.89,21,13.1,0.602,0.639,-5.8,63.6,Alto,60.9,Moderado,2962,4819500.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-10-01,10/2026,Mineiros,GO,Sudoeste Goiano,-17.569,-52.551,Milho safrinha,planejamento,750,115,113.0,60,0.5,86250,84750.0,43125.0,1.45,1.35,0.96,0.03,0.01,24.9,42.2,77.2,0.91,26.16,8,27.1,0.683,0.696,-2.0,42.2,Moderado,46.6,Moderado,750,5085000.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2026-11-01,11/2026,Mineiros,GO,Sudoeste Goiano,-17.569,-52.551,Milho safrinha,planejamento,750,115,112.0,60,0.5,86250,84000.0,43125.0,1.55,1.45,0.96,0.03,0.01,36.7,55.5,117.5,2.23,28.3,8,29.9,0.664,0.66,0.7,46.0,Moderado,49.1,Moderado,1125,5040000.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2026-12-01,12/2026,Mineiros,GO,Sudoeste Goiano,-17.569,-52.551,Milho safrinha,planejamento de janela,750,115,111.7,60,0.5,86250,83775.0,43125.0,1.65,1.55,0.96,0.03,0.01,40.1,84.4,144.2,1.7,27.39,4,34.6,0.658,0.701,-6.0,47.0,Moderado,49.8,Moderado,1238,5026500.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2027-01-01,01/2027,Mineiros,GO,Sudoeste Goiano,-17.569,-52.551,Milho safrinha,pre-safrinha,750,115,113.0,60,0.5,86250,84750.0,43125.0,1.5,1.45,0.93,0.05,0.02,35.7,82.9,144.8,0.99,26.38,1,39.2,0.668,0.65,2.7,42.4,Moderado,46.7,Moderado,750,5085000.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2027-02-01,02/2027,Mineiros,GO,Sudoeste Goiano,-17.569,-52.551,Milho safrinha,plantio safrinha,750,115,108.5,60,0.5,86250,81375.0,43125.0,1.3,1.25,0.88,0.09,0.03,35.8,62.5,123.3,2.24,27.34,7,29.0,0.567,0.581,-2.3,58.7,Alto,57.6,Moderado,2438,4882500.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-06-01,06/2026,Santa Helena de Goiás,GO,Sudoeste Goiano,-17.813,-50.596,Soja,entressafra/preparo,380,60,58.9,120,0.3,22800,22382.0,6840.0,1.05,0.95,0.9,0.08,0.02,19.5,32.6,55.9,1.78,27.62,5,26.4,0.727,0.742,-2.1,45.3,Moderado,39.0,Baixo,125,2685840.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2026-07-01,07/2026,Santa Helena de Goiás,GO,Sudoeste Goiano,-17.813,-50.596,Soja,entressafra/preparo,380,60,57.1,120,0.3,22800,21698.0,6840.0,1.15,1.05,0.92,0.06,0.02,8.3,19.1,34.8,1.66,27.33,13,11.2,0.684,0.702,-2.5,61.5,Alto,48.8,Moderado,331,2603760.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-08-01,08/2026,Santa Helena de Goiás,GO,Sudoeste Goiano,-17.813,-50.596,Soja,preparo e planejamento,380,60,56.0,120,0.3,22800,21280.0,6840.0,1.25,1.15,0.94,0.05,0.01,0.0,15.7,15.7,2.27,29.02,18,8.0,0.677,0.657,3.1,72.2,Alto,55.2,Moderado,456,2553600.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-09-01,09/2026,Santa Helena de Goiás,GO,Sudoeste Goiano,-17.813,-50.596,Soja,pre-plantio,380,60,55.6,120,0.3,22800,21128.0,6840.0,1.35,1.25,0.95,0.04,0.01,9.5,3.3,17.0,1.63,28.39,22,8.0,0.668,0.696,-3.9,75.7,Alto,57.3,Moderado,502,2535360.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-10-01,10/2026,Santa Helena de Goiás,GO,Sudoeste Goiano,-17.813,-50.596,Soja,plantio/emergencia,380,60,56.5,120,0.3,22800,21470.0,6840.0,1.45,1.35,0.96,0.03,0.01,12.8,31.6,54.0,1.01,27.44,12,16.2,0.723,0.711,1.7,67.1,Alto,52.2,Moderado,399,2576400.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-11-01,11/2026,Santa Helena de Goiás,GO,Sudoeste Goiano,-17.813,-50.596,Soja,desenvolvimento vegetativo,380,60,58.0,120,0.3,22800,22040.0,6840.0,1.55,1.45,0.96,0.03,0.01,29.2,65.6,120.5,2.28,27.53,8,28.4,0.701,0.742,-5.6,53.1,Moderado,43.7,Baixo,228,2644800.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2026-12-01,12/2026,Santa Helena de Goiás,GO,Sudoeste Goiano,-17.813,-50.596,Soja,florescimento,380,60,57.0,120,0.3,22800,21660.0,6840.0,1.65,1.55,0.96,0.03,0.01,28.7,62.5,133.7,1.45,26.68,9,25.7,0.742,0.762,-2.7,63.2,Alto,49.8,Moderado,342,2599200.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2027-01-01,01/2027,Santa Helena de Goiás,GO,Sudoeste Goiano,-17.813,-50.596,Soja,enchimento de graos,380,60,57.9,120,0.3,22800,22002.0,6840.0,1.5,1.45,0.93,0.05,0.02,41.0,80.0,159.1,1.09,27.75,5,38.5,0.703,0.716,-1.9,54.7,Moderado,44.6,Baixo,239,2640240.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2027-02-01,02/2027,Santa Helena de Goiás,GO,Sudoeste Goiano,-17.813,-50.596,Soja,maturacao/colheita,380,60,58.6,120,0.3,22800,22268.0,6840.0,1.3,1.25,0.88,0.09,0.03,30.4,63.1,137.8,2.49,28.59,7,32.2,0.73,0.731,-0.2,48.3,Moderado,40.8,Baixo,160,2672160.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2026-06-01,06/2026,Santa Helena de Goiás,GO,Sudoeste Goiano,-17.813,-50.596,Milho safrinha,enchimento de graos,380,115,104.9,60,0.3,43700,39862.0,13110.0,1.05,0.95,0.9,0.08,0.02,9.8,27.5,51.0,1.6,26.58,10,18.0,0.616,0.656,-6.0,71.5,Alto,55.5,Moderado,1151,2391720.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-07-01,07/2026,Santa Helena de Goiás,GO,Sudoeste Goiano,-17.813,-50.596,Milho safrinha,maturacao/colheita,380,115,108.0,60,0.3,43700,41040.0,13110.0,1.15,1.05,0.92,0.06,0.02,7.0,31.1,50.0,1.48,27.11,14,17.0,0.613,0.633,-3.1,60.5,Alto,48.6,Moderado,798,2462400.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-08-01,08/2026,Santa Helena de Goiás,GO,Sudoeste Goiano,-17.813,-50.596,Milho safrinha,pos-colheita/comercializacao,380,115,105.2,60,0.3,43700,39976.0,13110.0,1.25,1.15,0.94,0.05,0.01,0.0,2.8,11.2,1.77,26.96,21,9.4,0.588,0.669,-12.1,70.4,Alto,54.8,Moderado,1117,2398560.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-09-01,09/2026,Santa Helena de Goiás,GO,Sudoeste Goiano,-17.813,-50.596,Milho safrinha,planejamento,380,115,107.1,60,0.3,43700,40698.0,13110.0,1.35,1.25,0.95,0.04,0.01,4.5,15.7,28.4,1.58,27.23,21,17.2,0.622,0.666,-6.6,63.7,Alto,50.6,Moderado,901,2441880.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-10-01,10/2026,Santa Helena de Goiás,GO,Sudoeste Goiano,-17.813,-50.596,Milho safrinha,planejamento,380,115,109.8,60,0.3,43700,41724.0,13110.0,1.45,1.35,0.96,0.03,0.01,20.0,30.3,58.7,0.94,28.03,13,16.2,0.66,0.699,-5.6,53.8,Moderado,44.4,Baixo,593,2503440.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2026-11-01,11/2026,Santa Helena de Goiás,GO,Sudoeste Goiano,-17.813,-50.596,Milho safrinha,planejamento,380,115,112.0,60,0.3,43700,42560.0,13110.0,1.55,1.45,0.96,0.03,0.01,28.0,54.9,120.6,2.14,28.1,8,29.6,0.626,0.65,-3.8,45.8,Moderado,39.5,Baixo,342,2553600.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2026-12-01,12/2026,Santa Helena de Goiás,GO,Sudoeste Goiano,-17.813,-50.596,Milho safrinha,planejamento de janela,380,115,111.2,60,0.3,43700,42256.0,13110.0,1.65,1.55,0.96,0.03,0.01,39.6,78.5,145.5,1.51,27.79,5,30.1,0.665,0.685,-2.9,48.6,Moderado,41.2,Baixo,433,2535360.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2027-01-01,01/2027,Santa Helena de Goiás,GO,Sudoeste Goiano,-17.813,-50.596,Milho safrinha,pre-safrinha,380,115,111.9,60,0.3,43700,42522.0,13110.0,1.5,1.45,0.93,0.05,0.02,37.4,78.1,162.4,1.36,27.34,6,38.1,0.659,0.698,-5.5,46.3,Moderado,39.8,Baixo,353,2551320.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2027-02-01,02/2027,Santa Helena de Goiás,GO,Sudoeste Goiano,-17.813,-50.596,Milho safrinha,plantio safrinha,380,115,108.5,60,0.3,43700,41230.0,13110.0,1.3,1.25,0.88,0.09,0.03,31.2,68.3,130.4,2.19,28.0,8,29.4,0.666,0.659,1.1,58.7,Alto,47.5,Moderado,741,2473800.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-06-01,06/2026,Goiatuba,GO,Sul Goiano,-18.012,-49.354,Soja,entressafra/preparo,450,60,58.8,120,0.7,27000,26460.0,18900.0,1.05,0.95,0.9,0.08,0.02,20.4,31.2,64.3,1.55,28.17,5,21.3,0.747,0.764,-2.2,45.8,Moderado,58.1,Moderado,378,3175200.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2026-07-01,07/2026,Goiatuba,GO,Sul Goiano,-18.012,-49.354,Soja,entressafra/preparo,450,60,57.7,120,0.7,27000,25965.0,18900.0,1.15,1.05,0.92,0.06,0.02,17.4,24.8,52.6,2.37,28.15,13,19.6,0.749,0.751,-0.3,56.0,Alto,65.0,Alto,724,3115800.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-08-01,08/2026,Goiatuba,GO,Sul Goiano,-18.012,-49.354,Soja,preparo e planejamento,450,60,56.2,120,0.7,27000,25290.0,18900.0,1.25,1.15,0.94,0.05,0.01,1.5,10.1,22.2,1.77,27.17,21,8.1,0.695,0.748,-7.2,70.5,Alto,74.7,Alto,1197,3034800.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-09-01,09/2026,Goiatuba,GO,Sul Goiano,-18.012,-49.354,Soja,pre-plantio,450,60,56.2,120,0.7,27000,25290.0,18900.0,1.35,1.25,0.95,0.04,0.01,5.1,16.9,23.0,1.39,27.79,18,10.7,0.693,0.72,-3.8,70.4,Alto,74.7,Alto,1197,3034800.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-10-01,10/2026,Goiatuba,GO,Sul Goiano,-18.012,-49.354,Soja,plantio/emergencia,450,60,57.3,120,0.7,27000,25785.0,18900.0,1.45,1.35,0.96,0.03,0.01,17.0,51.6,75.6,0.97,26.6,10,19.8,0.734,0.784,-6.4,60.0,Alto,67.6,Alto,850,3094200.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-11-01,11/2026,Goiatuba,GO,Sul Goiano,-18.012,-49.354,Soja,desenvolvimento vegetativo,450,60,58.0,120,0.7,27000,26100.0,18900.0,1.55,1.45,0.96,0.03,0.01,30.9,57.1,117.9,2.06,28.44,7,24.4,0.752,0.812,-7.4,53.7,Moderado,63.4,Moderado,630,3132000.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2026-12-01,12/2026,Goiatuba,GO,Sul Goiano,-18.012,-49.354,Soja,florescimento,450,60,57.3,120,0.7,27000,25785.0,18900.0,1.65,1.55,0.96,0.03,0.01,36.5,72.2,142.5,1.38,27.78,10,32.8,0.684,0.664,2.9,60.2,Alto,67.8,Alto,850,3094200.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2027-01-01,01/2027,Goiatuba,GO,Sul Goiano,-18.012,-49.354,Soja,enchimento de graos,450,60,58.2,120,0.7,27000,26190.0,18900.0,1.5,1.45,0.93,0.05,0.02,45.7,83.8,161.4,0.97,27.1,4,42.4,0.779,0.78,-0.2,52.1,Moderado,62.3,Moderado,567,3142800.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2027-02-01,02/2027,Goiatuba,GO,Sul Goiano,-18.012,-49.354,Soja,maturacao/colheita,450,60,58.5,120,0.7,27000,26325.0,18900.0,1.3,1.25,0.88,0.09,0.03,36.7,77.3,138.6,2.76,29.11,7,33.7,0.748,0.784,-4.5,48.6,Moderado,60.0,Moderado,472,3159000.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2026-06-01,06/2026,Goiatuba,GO,Sul Goiano,-18.012,-49.354,Milho safrinha,enchimento de graos,750,115,106.5,60,0.3,86250,79875.0,25875.0,1.05,0.95,0.9,0.08,0.02,21.1,42.0,70.6,1.85,28.24,7,21.1,0.651,0.645,0.8,65.9,Alto,52.0,Moderado,1912,4792500.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-07-01,07/2026,Goiatuba,GO,Sul Goiano,-18.012,-49.354,Milho safrinha,maturacao/colheita,750,115,105.9,60,0.3,86250,79425.0,25875.0,1.15,1.05,0.92,0.06,0.02,11.7,22.1,46.3,2.12,28.23,14,10.0,0.636,0.667,-4.7,67.8,Alto,53.2,Moderado,2048,4765500.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-08-01,08/2026,Goiatuba,GO,Sul Goiano,-18.012,-49.354,Milho safrinha,pos-colheita/comercializacao,750,115,107.1,60,0.3,86250,80325.0,25875.0,1.25,1.15,0.94,0.05,0.01,12.0,22.1,45.5,2.06,29.01,22,12.6,0.64,0.66,-3.0,63.8,Alto,50.7,Moderado,1778,4819500.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-09-01,09/2026,Goiatuba,GO,Sul Goiano,-18.012,-49.354,Milho safrinha,planejamento,750,115,107.2,60,0.3,86250,80400.0,25875.0,1.35,1.25,0.95,0.04,0.01,10.2,15.5,28.0,1.14,27.22,19,14.0,0.588,0.589,-0.2,63.2,Alto,50.3,Moderado,1755,4824000.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-10-01,10/2026,Goiatuba,GO,Sul Goiano,-18.012,-49.354,Milho safrinha,planejamento,750,115,111.0,60,0.3,86250,83250.0,25875.0,1.45,1.35,0.96,0.03,0.01,18.9,47.6,76.4,0.96,28.09,9,15.6,0.663,0.666,-0.4,49.5,Moderado,41.8,Baixo,900,4995000.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2026-11-01,11/2026,Goiatuba,GO,Sul Goiano,-18.012,-49.354,Milho safrinha,planejamento,750,115,112.1,60,0.3,86250,84075.0,25875.0,1.55,1.45,0.96,0.03,0.01,29.2,62.7,113.8,2.06,27.29,8,29.9,0.658,0.719,-8.5,45.4,Moderado,39.2,Baixo,652,5044500.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2026-12-01,12/2026,Goiatuba,GO,Sul Goiano,-18.012,-49.354,Milho safrinha,planejamento de janela,750,115,112.1,60,0.3,86250,84075.0,25875.0,1.65,1.55,0.96,0.03,0.01,32.5,64.3,138.4,1.29,27.44,5,35.1,0.628,0.679,-7.5,45.6,Moderado,39.3,Baixo,652,5044500.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2027-01-01,01/2027,Goiatuba,GO,Sul Goiano,-18.012,-49.354,Milho safrinha,pre-safrinha,750,115,112.5,60,0.3,86250,84375.0,25875.0,1.5,1.45,0.93,0.05,0.02,42.8,92.6,167.3,1.21,27.55,5,41.3,0.696,0.716,-2.8,43.9,Moderado,38.3,Baixo,562,5062500.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2027-02-01,02/2027,Goiatuba,GO,Sul Goiano,-18.012,-49.354,Milho safrinha,plantio safrinha,750,115,108.7,60,0.3,86250,81525.0,25875.0,1.3,1.25,0.88,0.09,0.03,41.7,77.2,149.4,2.13,29.21,7,30.3,0.64,0.638,0.3,57.7,Alto,46.9,Moderado,1418,4891500.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-06-01,06/2026,Itumbiara,GO,Sul Goiano,-18.419,-49.215,Soja,entressafra/preparo,750,60,59.1,120,0.3,45000,44325.0,13500.0,1.05,0.95,0.9,0.08,0.02,17.1,35.0,73.6,1.03,26.76,3,18.5,0.747,0.782,-4.4,43.0,Moderado,37.6,Baixo,202,5319000.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2026-07-01,07/2026,Itumbiara,GO,Sul Goiano,-18.419,-49.215,Soja,entressafra/preparo,750,60,57.5,120,0.3,45000,43125.0,13500.0,1.15,1.05,0.92,0.06,0.02,11.6,19.5,46.8,1.8,27.1,17,16.3,0.701,0.716,-2.2,58.4,Alto,46.9,Moderado,562,5175000.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-08-01,08/2026,Itumbiara,GO,Sul Goiano,-18.419,-49.215,Soja,preparo e planejamento,750,60,56.6,120,0.3,45000,42450.0,13500.0,1.25,1.15,0.94,0.05,0.01,6.2,4.3,27.9,1.83,27.23,22,14.2,0.711,0.712,-0.1,66.4,Alto,51.7,Moderado,765,5094000.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-09-01,09/2026,Itumbiara,GO,Sul Goiano,-18.419,-49.215,Soja,pre-plantio,750,60,56.4,120,0.3,45000,42300.0,13500.0,1.35,1.25,0.95,0.04,0.01,12.1,26.3,37.2,1.41,27.02,22,12.2,0.714,0.745,-4.1,68.7,Alto,53.1,Moderado,810,5076000.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-10-01,10/2026,Itumbiara,GO,Sul Goiano,-18.419,-49.215,Soja,plantio/emergencia,750,60,57.8,120,0.3,45000,43350.0,13500.0,1.45,1.35,0.96,0.03,0.01,24.6,40.2,82.4,1.15,28.4,10,28.0,0.715,0.714,0.2,55.5,Moderado,45.1,Moderado,495,5202000.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2026-11-01,11/2026,Itumbiara,GO,Sul Goiano,-18.419,-49.215,Soja,desenvolvimento vegetativo,750,60,58.4,120,0.3,45000,43800.0,13500.0,1.55,1.45,0.96,0.03,0.01,30.9,60.1,118.6,2.33,27.99,6,35.5,0.762,0.788,-3.3,49.4,Moderado,41.5,Baixo,360,5256000.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2026-12-01,12/2026,Itumbiara,GO,Sul Goiano,-18.419,-49.215,Soja,florescimento,750,60,58.0,120,0.3,45000,43500.0,13500.0,1.65,1.55,0.96,0.03,0.01,38.9,77.7,148.3,1.04,26.89,2,38.2,0.73,0.733,-0.4,53.3,Moderado,43.8,Baixo,450,5220000.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2027-01-01,01/2027,Itumbiara,GO,Sul Goiano,-18.419,-49.215,Soja,enchimento de graos,750,60,57.8,120,0.3,45000,43350.0,13500.0,1.5,1.45,0.93,0.05,0.02,41.1,88.6,182.2,1.16,27.79,8,39.9,0.737,0.751,-1.9,55.5,Moderado,45.1,Moderado,495,5202000.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2027-02-01,02/2027,Itumbiara,GO,Sul Goiano,-18.419,-49.215,Soja,maturacao/colheita,750,60,58.6,120,0.3,45000,43950.0,13500.0,1.3,1.25,0.88,0.09,0.03,37.3,78.0,141.4,1.91,28.8,10,30.7,0.731,0.759,-3.6,47.8,Moderado,40.5,Baixo,315,5274000.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2026-06-01,06/2026,Itumbiara,GO,Sul Goiano,-18.419,-49.215,Milho safrinha,enchimento de graos,900,115,106.2,60,0.7,103500,95580.0,72450.0,1.05,0.95,0.9,0.08,0.02,15.1,32.8,68.3,1.49,28.19,9,19.0,0.638,0.582,9.7,67.0,Alto,73.7,Alto,5544,5734800.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-07-01,07/2026,Itumbiara,GO,Sul Goiano,-18.419,-49.215,Milho safrinha,maturacao/colheita,900,115,107.4,60,0.7,103500,96660.0,72450.0,1.15,1.05,0.92,0.06,0.02,12.2,19.0,53.3,1.52,26.74,16,14.0,0.636,0.649,-2.1,62.6,Alto,70.6,Alto,4788,5799600.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-08-01,08/2026,Itumbiara,GO,Sul Goiano,-18.419,-49.215,Milho safrinha,pos-colheita/comercializacao,900,115,105.7,60,0.7,103500,95130.0,72450.0,1.25,1.15,0.94,0.05,0.01,3.7,16.1,30.3,2.25,27.95,19,8.4,0.653,0.689,-5.3,68.7,Alto,74.9,Alto,5859,5707800.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-09-01,09/2026,Itumbiara,GO,Sul Goiano,-18.419,-49.215,Milho safrinha,planejamento,900,115,105.9,60,0.7,103500,95310.0,72450.0,1.35,1.25,0.95,0.04,0.01,6.3,13.3,28.9,1.92,28.15,21,12.3,0.623,0.631,-1.4,67.9,Alto,74.4,Alto,5733,5718600.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-10-01,10/2026,Itumbiara,GO,Sul Goiano,-18.419,-49.215,Milho safrinha,planejamento,900,115,110.6,60,0.7,103500,99540.0,72450.0,1.45,1.35,0.96,0.03,0.01,17.7,36.7,71.2,1.28,27.31,13,19.5,0.651,0.616,5.7,50.9,Moderado,62.2,Moderado,2772,5972400.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2026-11-01,11/2026,Itumbiara,GO,Sul Goiano,-18.419,-49.215,Milho safrinha,planejamento,900,115,113.7,60,0.7,103500,102330.0,72450.0,1.55,1.45,0.96,0.03,0.01,35.8,70.0,131.2,1.48,28.73,6,35.6,0.645,0.675,-4.5,39.8,Moderado,54.2,Moderado,819,6139800.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2026-12-01,12/2026,Itumbiara,GO,Sul Goiano,-18.419,-49.215,Milho safrinha,planejamento de janela,900,115,111.9,60,0.7,103500,100710.0,72450.0,1.65,1.55,0.96,0.03,0.01,40.4,68.9,138.5,1.25,27.38,7,35.1,0.662,0.686,-3.5,46.2,Moderado,58.8,Moderado,1953,6042600.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2027-01-01,01/2027,Itumbiara,GO,Sul Goiano,-18.419,-49.215,Milho safrinha,pre-safrinha,900,115,112.6,60,0.7,103500,101340.0,72450.0,1.5,1.45,0.93,0.05,0.02,48.0,98.3,189.6,1.36,28.02,7,44.6,0.635,0.69,-8.1,43.8,Moderado,57.1,Moderado,1512,6080400.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2027-02-01,02/2027,Itumbiara,GO,Sul Goiano,-18.419,-49.215,Milho safrinha,plantio safrinha,900,115,108.7,60,0.7,103500,97830.0,72450.0,1.3,1.25,0.88,0.09,0.03,30.9,70.5,132.7,2.28,28.48,8,32.4,0.677,0.703,-3.7,57.7,Alto,67.1,Alto,3969,5869800.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-06-01,06/2026,Morrinhos,GO,Sul Goiano,-17.731,-49.099,Soja,entressafra/preparo,900,60,58.6,120,0.7,54000,52740.0,37800.0,1.05,0.95,0.9,0.08,0.02,19.5,38.0,63.8,1.19,27.55,9,18.8,0.756,0.767,-1.5,47.6,Moderado,59.3,Moderado,882,6328800.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
2026-07-01,07/2026,Morrinhos,GO,Sul Goiano,-17.731,-49.099,Soja,entressafra/preparo,900,60,57.2,120,0.7,54000,51480.0,37800.0,1.15,1.05,0.92,0.06,0.02,11.1,22.1,44.1,1.53,26.67,17,11.0,0.678,0.639,6.1,61.0,Alto,68.3,Alto,1764,6177600.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-08-01,08/2026,Morrinhos,GO,Sul Goiano,-17.731,-49.099,Soja,preparo e planejamento,900,60,56.0,120,0.7,54000,50400.0,37800.0,1.25,1.15,0.94,0.05,0.01,10.0,3.9,20.2,2.25,27.84,27,8.6,0.679,0.631,7.5,72.0,Alto,75.8,Alto,2520,6048000.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-09-01,09/2026,Morrinhos,GO,Sul Goiano,-17.731,-49.099,Soja,pre-plantio,900,60,56.7,120,0.7,54000,51030.0,37800.0,1.35,1.25,0.95,0.04,0.01,8.2,20.4,52.6,1.66,29.12,23,14.9,0.711,0.747,-4.9,65.6,Alto,71.4,Alto,2079,6123600.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-10-01,10/2026,Morrinhos,GO,Sul Goiano,-17.731,-49.099,Soja,plantio/emergencia,900,60,57.1,120,0.7,54000,51390.0,37800.0,1.45,1.35,0.96,0.03,0.01,20.3,42.9,79.8,1.08,26.63,11,17.0,0.699,0.689,1.4,61.8,Alto,68.9,Alto,1827,6166800.0,Priorizar vistoria e acompanhar nova rodada climática antes de acelerar venda futura.
2026-11-01,11/2026,Morrinhos,GO,Sul Goiano,-17.731,-49.099,Soja,desenvolvimento vegetativo,900,60,58.2,120,0.7,54000,52380.0,37800.0,1.55,1.45,0.96,0.03,0.01,32.4,59.7,113.1,2.43,27.49,5,31.1,0.692,0.701,-1.3,51.4,Moderado,61.9,Moderado,1134,6285600.0,"Manter acompanhamento semanal, checar umidade do solo e vender apenas com margem de segurança."
